test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Tgfb1	0.577517038901123	0.11904763052883	0.0507246491623709	0.118393516492494	1	MNP	
Spp1	0.579515570934253	0.11477508941852	0.0464521080520604	0.111568927869664	2	Fibroblasts, MNP	Fibroblasts, MNP
Lgals3	0.581182761874801	0.108619319892876	0.0402963385264161	0.0965245105965046	3	MNP	
Manf	0.605158854985847	0.101324674804022	0.0330016934375625	0.0932341422743853	4	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	
Itgb1	0.579303764286468	0.0999416018119859	0.0316186204455262	0.0873651056987637	5	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Pericytes
Selplg	0.577435252175733	0.103582773383202	0.0352597920167419	0.0851499684661289	6	Granulocytes, Lymphocytes, MNP	
Cxcl12	0.5724714270735	0.100876209496511	0.0325532281300518	0.0827435768598075	7	Capillary_ECs, Fibroblasts, SMC, Vascular_ECs	Capillary_ECs
Tgfb3	0.552052007968963	0.0988192609851449	0.0304962796186852	0.0824351630908989	8	Fibroblasts, Lymphatic_ECs, Mesothelium	
Dll4	0.588899024850579	0.0962392174792776	0.0279162361128179	0.0788049824087179	9	Lymphatic_ECs	
Gpi1	0.584429065743945	0.100849528276454	0.0325265469099946	0.0769162064531005	10	Airway, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC	Capillary_ECs
Mapt	0.586364684911396	0.100686633940495	0.0323636525740352	0.0765651038147309	11	Capillary_ECs, Pericytes	
Icam1	0.58525636992765	0.095552402391095	0.0272294210246353	0.0764813441140773	12	Airway, Alveolum, Capillary_ECs, Mesothelium, Vascular_ECs	Airway, Alveolum
Rps19	0.587189891999585	0.0951983432645906	0.026875361898131	0.0762245670086432	13	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Airway, Capillary_ECs, Lymphatic_ECs, Mesothelium, Vascular_ECs
Vcam1	0.58509803921569	0.0958946387675322	0.0275716574010725	0.0761157579614268	14	Fibroblasts	
Hc	0.570240117437349	0.0971288928351223	0.0288059114686626	0.0756605395717768	15	Alveolum	
Grem1	0.576070042990457	0.0968331939259328	0.0285102125594732	0.0750195741305367	16	Fibroblasts	Fibroblasts
C3	0.586341616860647	0.0954689606320599	0.0271459792656003	0.074719196913215	17	Airway, Alveolum, Fibroblasts, Mesothelium	Mesothelium
Trf	0.567385970430952	0.0975778545391568	0.0292548731726971	0.0746870838859126	18	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	Airway
Nampt	0.571229946524062	0.0990253661607441	0.0307023847942844	0.0746207055544381	19	MNP, SMC	
Yars	0.591068470168812	0.0938815435760629	0.0255585622096033	0.0742562307272599	20	Fibroblasts, Mesothelium	
Arf1	0.580609206249343	0.0965834245754268	0.0282604432089672	0.0741414806238174	21	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Itgam	0.57688161895774	0.0952141240455533	0.0268911426790937	0.0739145139760949	22	Granulocytes, MNP	
Hebp1	0.58521128237391	0.0931829303289528	0.0248599489624932	0.0731808269262236	23	MNP	
Hspg2	0.571420782216629	0.0971974766741049	0.0288744953076453	0.0721724882021242	24	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Lymphatic_ECs, Pericytes
Copa	0.584652406417112	0.0936657353778634	0.0253427540114038	0.0719645348073081	25	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium	Alveolum
Pgf	0.570422564747821	0.0974379326435173	0.0291149512770576	0.07104552704958	26	Lymphatic_ECs, Pericytes	
Fbn1	0.574023277760302	0.0949591443438445	0.0266361629773848	0.0710242407081324	27	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Fibroblasts, Pericytes
Gmfb	0.580283107895564	0.0951166520455458	0.0267936706790862	0.0709613767890867	28	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium	Alveolum
Col18a1	0.578829820698331	0.0943165545617986	0.0259935731953389	0.0702046032541121	29	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	Lymphatic_ECs, Pericytes
Lamb1	0.580071301247772	0.0950252130022863	0.0267022316358266	0.0698306738740997	30	Airway, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes	Lymphatic_ECs
Anxa1	0.575353884869457	0.0941160746166061	0.0257930932501465	0.0697387684288378	31	Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	Airway, Alveolum, Fibroblasts, Mesothelium
Itga4	0.579791338995493	0.093979842236222	0.0256568608697624	0.0694017606143557	32	Lymphocytes, MNP	
