test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Il1b	0.437442607897155	0.0462180722818256	0.000644014437829063	0.0305851162280717	1	Granulocytes	
Calr	0.447344953026774	0.0422027648815968	-0.00337129296239965	0.0151152806477313	2	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Ltb	0.493117362435544	0.0478503722130099	0.0022763143690134	0.00332387987430168	3	Lymphocytes	
App	0.425814084904994	0.0416484480915622	-0.00392560975243428	-0.00510093087391144	4	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Vegfa	0.444594546867275	0.0434724320965171	-0.00210162574747943	-0.00547505900680731	5	Alveolum, Capillary_ECs, Vascular_ECs	
Ccl5	0.437681005862823	0.0410265911901018	-0.00454746665389466	-0.0086741393125369	6	Lymphocytes	
Ltf	0.418759271032	0.0380441138575097	-0.00752994398648683	-0.0124856330781221	7	Airway	
Apoe	0.436758317440137	0.0392728646244199	-0.00630119321957657	-0.0160545738002306	8	MNP	MNP
Npnt	0.445640849049943	0.042397301167678	-0.00317675667631847	-0.0201745784724923	9	Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
Col4a1	0.464562583880765	0.0416804567231091	-0.00389360112088739	-0.0219873101289248	10	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs
Cadm1	0.406711344211345	0.0379717617274535	-0.00760229611654299	-0.0221872275878022	11	Airway, Alveolum, Capillary_ECs, Vascular_ECs	
Dll1	0.460792364201456	0.0417911051061212	-0.00378295273787528	-0.024492207793065	12	Capillary_ECs, Vascular_ECs	Capillary_ECs
Tgfb2	0.437575051211415	0.0393874472193547	-0.00618661062464176	-0.0247313744427111	13	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
Tgfb1	0.43482905982906	0.0389338660529234	-0.00664019179107313	-0.0250561073660894	14	Lymphatic_ECs, MNP	
Apln	0.437235113371477	0.0383309745746161	-0.00724308326938036	-0.026990656256549	15	Capillary_ECs	
Cd320	0.455031080031082	0.0405949061208254	-0.00497915172317104	-0.0273491251312163	16	Alveolum	
Ocln	0.461776859504133	0.0410564285053952	-0.00451762933860134	-0.0276341868360672	17	Airway	
Adam17	0.438952461679734	0.0412581807486108	-0.00431587709538573	-0.027817407711972	18	MNP	
Cxcl12	0.449340432294978	0.0405019310908917	-0.0050721267531048	-0.028015804750347	19	Capillary_ECs, Fibroblasts, SMC, Vascular_ECs	Capillary_ECs
Jam3	0.458982305573216	0.0409220078137162	-0.00465205003028033	-0.0280263774803609	20	Lymphatic_ECs, SMC	
Serping1	0.455159108568199	0.0409313849154564	-0.00464267292854013	-0.0280714438297371	21	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	
Angpt2	0.449940841986294	0.0404996683232221	-0.00507438952077436	-0.0284197818758893	22	Lymphatic_ECs, Pericytes, SMC	
Inhba	0.458783640601821	0.0403391486732119	-0.00523490917078455	-0.0291321178350075	23	Fibroblasts, SMC	Fibroblasts
Vwf	0.448453062089425	0.0399740278212222	-0.00560003002277433	-0.0293511445004874	24	Capillary_ECs, Vascular_ECs	
Pik3cb	0.449887864660592	0.0406455305500651	-0.00492852729393136	-0.0298042920332039	25	MNP	
Jag2	0.453706646888464	0.041234886868977	-0.00433917097501949	-0.0300910409125223	26	Airway, Capillary_ECs, Vascular_ECs	
Dll4	0.451627286854561	0.0418046756619779	-0.0037693821820186	-0.0301564606903058	27	Vascular_ECs	
Hgf	0.436462527371618	0.0395029607226692	-0.0060710971213273	-0.0305899436159019	28	Fibroblasts, Pericytes	
Bdnf	0.441707282616373	0.0398635555603298	-0.00571050228366674	-0.0310124371366487	29	Mesothelium	
Lamc2	0.449998234089144	0.0402925578063305	-0.00528150003766596	-0.0311656244031059	30	Alveolum	Alveolum
