test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Ptn	0.613343494526807	0.133941734919083	0.12054460573248	0.166967731146737	1	Airway	
Thbs2	0.577733130109462	0.0384276489831098	0.0250305197965069	0.0588176497716872	2	Fibroblasts	Fibroblasts
Lama2	0.570389358459191	0.0250615508179641	0.0116644216313613	0.0468345071114834	3	Fibroblasts, Pericytes, SMC	
Ceacam1	0.56955798808369	0.0323491182649635	0.0189519890783606	0.0440346605014769	4	Alveolum, Capillary_ECs, Vascular_ECs	
Jam2	0.613274213662181	0.0286566449923124	0.0152595158057096	0.0397383694445472	5	Capillary_ECs, Vascular_ECs	Capillary_ECs
Ghrl	0.566371068310928	0.0293220414298203	0.0159249122432174	0.0386892474311457	6	Airway	Airway
Anxa1	0.579118747401965	0.0246736539396128	0.0112765247530099	0.0378546454431413	7	Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	Alveolum
Dsg2	0.605930442011913	0.0253816114816824	0.0119844822950795	0.0373712395792816	8	Airway	
Npw	0.559512262713037	0.0290366774842707	0.0156395482976679	0.0362446550822227	9	Alveolum	
Ptprm	0.586254676458364	0.0195138188047479	0.00611668961814503	0.0358439491567193	10	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Lamb2	0.573991963419699	0.0278536856800684	0.0144565564934656	0.035565421717105	11	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
Sell	0.564015518913674	0.0916583379504004	0.0782612087637976	0.0351390956973658	12	Granulocytes, Lymphocytes	
Pecam1	0.564916170153801	0.0236012944091666	0.0102041652225637	0.0321919644985426	13	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Vcam1	0.606623250658164	0.0242636694394812	0.0108665402528783	0.031706391224094	14	Fibroblasts, Vascular_ECs	
C3	0.556256062075653	0.025558085172783	0.0121609559861801	0.0316566521623625	15	Airway, Alveolum, Fibroblasts, Mesothelium	
Jam3	0.563946238049048	0.0313744815176706	0.0179773523310678	0.0307988526768518	16	Lymphatic_ECs, SMC	
Wnt5a	0.549120133019259	0.0242593476558654	0.0108622184692625	0.0303757701345629	17	Airway, Fibroblasts, Pericytes	
Calm1	0.557156713315779	0.0274474867592128	0.0140503575726099	0.0298999495386745	18	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum
Gmfb	0.576486074546209	0.0279647204037761	0.0145675912171733	0.0296228046209606	19	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Vascular_ECs	
Arf1	0.569557988083688	0.0253357277008133	0.0119385985142104	0.0290873265898978	20	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Cxcl16	0.559720105306913	0.0243388391115892	0.0109417099249863	0.0289211265514719	21	MNP	MNP
Fn1	0.602466398780653	0.0258316719003389	0.012434542713736	0.0287589752098523	22	Fibroblasts, MNP	Fibroblasts, MNP
Pik3cb	0.541152833587362	0.0245209965862477	0.0111238673996448	0.0276471662311362	23	MNP	
Nampt	0.588748787584866	0.0285746062689267	0.0151774770823238	0.0274775443891655	24	Lymphatic_ECs, MNP, SMC	MNP
Edn1	0.547803796591379	0.0267634763963896	0.0133663472097867	0.0272114033494474	25	Capillary_ECs, Vascular_ECs	Capillary_ECs
Cdh1	0.567548843009558	0.0239908652611101	0.0105937360745072	0.0270523620681158	26	Airway, Alveolum	
Col18a1	0.556463904669528	0.0298920113363789	0.0164948821497761	0.0265404704487132	27	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	Pericytes
Itgb1	0.573022031314949	0.0251749313951264	0.0117778022085236	0.0263609756548911	28	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Capillary_ECs, Pericytes
App	0.576347512816958	0.0252414147703829	0.01184428558378	0.0254455720917446	29	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Pkd1	0.570805043646941	0.0235680407190425	0.0101709115324397	0.0243176405616184	30	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
F11r	0.564292642372176	0.0232768770470912	0.00987974786048837	0.0239313788972701	31	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
Cxcl2	0.522654842732435	0.0237368588840701	0.0103397296974672	0.0232053218150319	32	Granulocytes	Granulocytes
Copa	0.573299154773448	0.0238038365491001	0.0104067073624973	0.0225718657381135	33	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs	
Pcdh7	0.565193293612302	0.025929003396152	0.0125318742095492	0.0225067746163386	34	Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Fibroblasts
Hc	0.565193293612303	0.0239591680039894	0.0105620388173865	0.022203607079182	35	Alveolum	
Il18	0.539005126783979	0.0200897664618408	0.00669263727523798	0.0213876938811355	36	MNP	
Cfh	0.543439102119994	0.0278604345269784	0.0144633053403755	0.0212645478768056	37	Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes	
Hebp1	0.565054731883052	0.0247012428602037	0.0113041136736009	0.0210307514625411	38	MNP	
Lgals3	0.578703062214213	0.0244302594148559	0.0110331302282531	0.021003336014988	39	MNP	
Kitl	0.556325342940278	0.0248214467679884	0.0114243175813856	0.0208926363304206	40	Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
Icam1	0.548150200914505	0.0209426595779607	0.00754553039135778	0.0203852939297227	41	Airway, Alveolum, Capillary_ECs, Mesothelium, Vascular_ECs	Airway
