test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Igf1	0.510431996202231	0.0711146095625446	0.00412313575012069	0.0336427490551679	1	Fibroblasts, MNP	Fibroblasts, MNP
Lgals3	0.488820318063138	0.067870356558354	0.000878882745930135	0.0230553336306328	2	Airway, MNP	Airway
Robo2	0.525160218371707	0.0694334462373401	0.00244197242491626	0.0117876320759075	3	Fibroblasts	
Clstn1	0.517149299786375	0.0672279842606089	0.000236510448185012	0.00410843479203311	4	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	
Dusp18	0.523925943508188	0.0719801292558323	0.00498865544340846	0.00392162328326425	5	Airway	
App	0.500771421789698	0.0652268301792009	-0.00176464363322296	-0.00101156828432342	6	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Penk	0.506551151198671	0.0660782773317152	-0.000913196480708686	-0.00330286891171871	7	Fibroblasts	
Ptprf	0.501412295276525	0.0665630579639654	-0.000428415848458472	-0.00533545914545688	8	Airway, Alveolum, Mesothelium	
Ntn1	0.500949442202706	0.0665702412799711	-0.00042123253245277	-0.00626668011661045	9	Capillary_ECs, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Capillary_ECs, Vascular_ECs
Yars	0.509352005696654	0.0657513373635356	-0.00124013644888825	-0.00968342261532784	10	Fibroblasts, Lymphatic_ECs	
Arf1	0.50170899596487	0.0648311424160879	-0.00216033139633598	-0.0116524185017759	11	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	SMC
Aimp1	0.490197009257061	0.0651233250872063	-0.00186814872521754	-0.0122233042872113	12	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Icam2	0.507453121291241	0.0664158620980722	-0.000575611714351679	-0.0123410633295504	13	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Apoe	0.479883693330168	0.0639821435268319	-0.00300933028559196	-0.0123936553098304	14	MNP	MNP
Copa	0.493116544030382	0.0639212985141895	-0.00307017529823442	-0.0133470697465672	15	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, Vascular_ECs	
Hebp1	0.499762639449323	0.0643649355412238	-0.00262653827120005	-0.0139611424635885	16	MNP	
Lama2	0.518976976026584	0.0675155125763163	0.000524038763892454	-0.0167378619395609	17	Fibroblasts, Pericytes	
Edn1	0.445525753619749	0.0624412736167344	-0.00455020019568948	-0.0176622972489003	18	Capillary_ECs, Vascular_ECs	
Nid1	0.473914075480655	0.0646595941601318	-0.00233187965229206	-0.0183620585173813	19	Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	Capillary_ECs, Pericytes
Rps19	0.4854735342986	0.0629778110765232	-0.00401366273590069	-0.0193996207933078	20	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Granulocytes
Ptprm	0.473854735342986	0.0642865831032442	-0.00270489070917967	-0.020900805744593	21	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Rtn4	0.482660811773083	0.0636075472277971	-0.00338392658462681	-0.0217171479892035	22	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum
Serpine1	0.475100878234037	0.063989130722521	-0.00300234308990283	-0.0225467999470166	23	Capillary_ECs, Fibroblasts, SMC	Capillary_ECs, Fibroblasts
Pcdh7	0.481058628056016	0.0621473393960257	-0.00484413441639816	-0.022624210825669	24	Fibroblasts, Lymphatic_ECs, Mesothelium, SMC	
Vcam1	0.478756230714455	0.0624597584817028	-0.0045317153307211	-0.02324364156995	25	Fibroblasts, Vascular_ECs	
Dll4	0.489271303109423	0.0615549812498074	-0.00543649256261649	-0.0239308452394366	26	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Alox5ap	0.471279373368146	0.0616404318329905	-0.0053510419794334	-0.0250370198336924	27	Granulocytes, MNP	
Plau	0.45872300023736	0.0628784555477759	-0.00411301826464798	-0.025368024619871	28	Lymphatic_ECs	
Ltb	0.46675765487776	0.0629838366083626	-0.00400763720406126	-0.0259986410872925	29	Lymphocytes	
Vegfa	0.442262046047946	0.0600891904010032	-0.00690228341142063	-0.0271707100821329	30	Alveolum, Capillary_ECs, Vascular_ECs	Alveolum
Itga4	0.469309280797532	0.0609534738017091	-0.0060380000107148	-0.0274468970090626	31	Granulocytes, Lymphocytes, MNP	
Hmgb2	0.467089959648707	0.0614335612535707	-0.00555791255885322	-0.0290617949531086	32	Granulocytes, Lymphocytes, MNP	
Cdh3	0.454652266793257	0.0632528051335511	-0.00373866867887282	-0.0294153281751736	33	Mesothelium	
Dsg2	0.471374317588416	0.0610028021843784	-0.00598867162804549	-0.0299590417806912	34	Airway	
Nts	0.469451697127937	0.06072395668523	-0.00626751712719389	-0.0302766732967931	35	Lymphatic_ECs	
Il1b	0.432779492048421	0.0583053342733857	-0.00868613953903815	-0.0311539753350135	36	Granulocytes, MNP	
Anxa1	0.472667932589604	0.0602398079893821	-0.00675166582304177	-0.0312889445907816	37	Airway, Alveolum, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC	Alveolum, Lymphatic_ECs
Psen1	0.465072394967956	0.0613152283803204	-0.00567624543210345	-0.0316963291957508	38	Fibroblasts, MNP	
Pf4	0.474839781628293	0.0612880040796887	-0.00570346973273516	-0.0319032556466148	39	MNP	
Cxcl16	0.466128649418466	0.0604000860244082	-0.00659138778801566	-0.0327831983760762	40	Alveolum, MNP	Alveolum, MNP
Lrpap1	0.467647756942796	0.0612954814679978	-0.00569599234442609	-0.0328207288148817	41	Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
C3	0.464490861618799	0.0604466794991469	-0.00654479431327696	-0.0344852139221041	42	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium	Mesothelium
Mapt	0.456788511749347	0.0599482137971202	-0.00704326001530371	-0.0346604347764641	43	Capillary_ECs, Pericytes, Vascular_ECs	
Grn	0.465630192262045	0.0588651891644604	-0.00812628464796345	-0.0348904522601551	44	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, SMC, Vascular_ECs	MNP
Cdh1	0.452800854497982	0.0602812764018293	-0.00671019741059461	-0.0349086053605257	45	Airway, Alveolum	
Fn1	0.460859245193448	0.0601658961042627	-0.0068255777081612	-0.0354836825138896	46	Fibroblasts, MNP, Pericytes, SMC	Fibroblasts, Pericytes
F11r	0.462544505103251	0.0606239425172865	-0.00636753129513737	-0.0363388625947865	47	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Mesothelium, Vascular_ECs	
Cd34	0.457215760740564	0.0607837877194983	-0.00620768609292562	-0.0375038449054946	48	Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs	Capillary_ECs, Vascular_ECs
Npw	0.459767386660336	0.0597090315120011	-0.00728244230042277	-0.0384366744891262	49	Alveolum	
Kitl	0.428661286494184	0.060247412916806	-0.00674406089561783	-0.0384910750273913	50	Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
Icam1	0.45096131023024	0.0589588922476561	-0.00803258156476781	-0.0387169349695866	51	Airway, Alveolum, Capillary_ECs, Fibroblasts, MNP, Mesothelium, Vascular_ECs	Airway, Alveolum
Spp1	0.452694042250178	0.0600678475331465	-0.00692362627927742	-0.0389992948618908	52	Fibroblasts, MNP, Pericytes	Fibroblasts, MNP
Ghrl	0.452053168763351	0.0597692319704269	-0.00722224184199697	-0.0391671526146158	53	Airway	Airway
Csf1	0.428364585805839	0.0571536390206544	-0.00983783479176947	-0.0400233447918991	54	Fibroblasts, Granulocytes, Mesothelium, SMC	
Itgb1	0.445810586280559	0.0585593485904515	-0.00843212522197238	-0.0403111681758971	55	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Hc	0.448065511511986	0.0589834739538199	-0.00800799985860395	-0.0410297480031498	56	Alveolum	
Mmp9	0.439330643247092	0.0593405885690897	-0.0076508852433342	-0.0413151401786672	57	Granulocytes	
Fgf2	0.427699976263945	0.058363932041911	-0.00862754177051286	-0.0419054571284729	58	Fibroblasts, Mesothelium, SMC	
Hmgb1	0.467244244006646	0.0596776559336217	-0.00731381787880213	-0.0419428064214329	59	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Cxcl2	0.447899359126513	0.0588811032207626	-0.00811037059166127	-0.0424272195377476	60	Granulocytes	
Nampt	0.440802278661286	0.0588069278164484	-0.00818454599597544	-0.0441231936454185	61	MNP, SMC, Vascular_ECs	
Il1rn	0.44531212912414	0.0582078132698185	-0.00878366054260536	-0.0447990949241191	62	Granulocytes, MNP	
Calm1	0.443175884168052	0.0581660231683823	-0.00882545064404159	-0.0461902484878233	63	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Fibroblasts, Pericytes
