test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Fn1	0.477303406284106	0.0947293271606486	0.00272494599964089	0.0198921020642152	1	Fibroblasts, MNP	Fibroblasts
Ptprm	0.513972657820667	0.0949954217759413	0.00299104061493363	0.0110583938554747	2	Capillary_ECs, Vascular_ECs	
App	0.504035269113676	0.0919504982389914	-5.38829220162462e-05	0.00795563794831083	3	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Igf1	0.495088747199724	0.0993995061047566	0.00739512494374893	0.000839866952213763	4	Fibroblasts, MNP	Fibroblasts, MNP
Dsg2	0.512931529668562	0.0896911581191577	-0.00231322304184997	-0.00314919501419121	5	Airway	
Pcdh7	0.509011143661324	0.0892492626445687	-0.00275511851643893	-0.00395988506733654	6	Fibroblasts, Lymphatic_ECs, Mesothelium, SMC, Vascular_ECs	Fibroblasts
Copa	0.507015049686945	0.0896120157602953	-0.0023923654007124	-0.0063145705880436	7	Fibroblasts, Lymphatic_ECs	
Rps19	0.507905393761847	0.0888209755490779	-0.00318340561192974	-0.00853668117091655	8	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs	
Lamb2	0.508415187546671	0.0888877078933962	-0.00311667326761142	-0.00968342967433086	9	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	
Nampt	0.471437187661554	0.0931016206700279	0.00109723950902021	-0.00993122888473739	10	MNP, SMC	
Cdh1	0.500847262909988	0.0878585023452261	-0.00414587881578159	-0.0102414521832055	11	Airway, Alveolum	
Ptn	0.505062036877477	0.0875134748735281	-0.0044909062874796	-0.0105530840990472	12	Fibroblasts, Mesothelium	Fibroblasts
Ceacam1	0.496144235740134	0.0877723001160279	-0.00423208104497971	-0.0105827888670684	13	Alveolum, Capillary_ECs, Vascular_ECs	
Pik3cb	0.497063300591647	0.0883183436145959	-0.00368603754641181	-0.0121202997085253	14	MNP	MNP
F11r	0.494212763513126	0.0869414426646629	-0.00506293849634473	-0.0138312581736736	15	Airway, Alveolum, Capillary_ECs, Lymphatic_ECs, MNP, Vascular_ECs	
Itga4	0.500064621747371	0.0878457174798373	-0.00415866368117032	-0.0141777968701354	16	Granulocytes, Lymphocytes, MNP	
Icam1	0.482214659084381	0.088127127892418	-0.00387725326858968	-0.01507105845856	17	Airway, Alveolum, Vascular_ECs	
Npw	0.495799586420816	0.0868008646220417	-0.00520351653896599	-0.0170018574691192	18	Alveolum	
Calm1	0.504703027169855	0.0870628343449567	-0.00494154681605094	-0.0173798795398749	19	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Fibroblasts
Hmgb2	0.487449020621517	0.0870604040416038	-0.00494397711940391	-0.0177520123339111	20	Granulocytes, Lymphocytes, MNP	
Penk	0.4975084726291	0.0861469221218123	-0.00585745903919539	-0.0182190564732746	21	Fibroblasts	
Cxcl16	0.494105060600838	0.0867635169353696	-0.00524086422563809	-0.0183662893542898	22	MNP	
Ptprf	0.487592624504566	0.0861764736401655	-0.00582790752084218	-0.0185197380643333	23	Airway, Alveolum, Mesothelium	
Hebp1	0.495885748750646	0.0861436975324424	-0.00586068362856525	-0.018813686818751	24	MNP	
Cd34	0.487147452467115	0.0853549114906334	-0.00664946967037428	-0.0212856147898579	25	Capillary_ECs, Fibroblasts, Mesothelium, Vascular_ECs	
Arf1	0.494808719627779	0.0856630971463717	-0.00634128401463592	-0.021353239361302	26	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, SMC, Vascular_ECs	
Itgb1	0.489509736343271	0.0856007543981738	-0.00640362676283387	-0.0228260718032707	27	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Fibroblasts, Lymphatic_ECs, Pericytes
Vcam1	0.487011028778218	0.0853931031505985	-0.0066112780104092	-0.0228658296032504	28	Fibroblasts, Vascular_ECs	
Robo2	0.49384657361135	0.0853876099121805	-0.00661677124882715	-0.0233048751715283	29	Fibroblasts	
Clstn1	0.482293641220058	0.0840395172139429	-0.0079648639470648	-0.024325151227566	30	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Pericytes, Vascular_ECs	
Nts	0.493236257108392	0.0851641836599145	-0.0068401975010932	-0.0252107940280313	31	Lymphatic_ECs	
Hgf	0.48317680510081	0.084666124296669	-0.00733825686433864	-0.0255825777884948	32	Fibroblasts, Pericytes	
Rtn4	0.488009075765408	0.0846691305874637	-0.00733525057354399	-0.025825494248844	33	Airway, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, MNP, Mesothelium, SMC, Vascular_ECs	
Anxa1	0.489366132460222	0.0847813046477983	-0.00722307651320934	-0.0266070498717458	34	Airway, Alveolum, Fibroblasts, Granulocytes, MNP, Mesothelium, Pericytes	Alveolum
Itgb2	0.48103710724338	0.083865562678182	-0.00813881848282567	-0.027072583817268	35	Granulocytes, MNP	
C3	0.482918318111321	0.0847695243196536	-0.00723485684135401	-0.0275080061040058	36	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, Mesothelium	
Aimp1	0.490141593428686	0.0844485925024807	-0.00755578865852696	-0.0281717446505776	37	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	Capillary_ECs
Kitl	0.483399391119536	0.0843726444243229	-0.00763173673668471	-0.0284890522236654	38	Airway, Capillary_ECs, Fibroblasts, Mesothelium, Pericytes, Vascular_ECs	
Pecam1	0.47280142455052	0.0825669617243908	-0.00943741943661683	-0.0290973949222379	39	Capillary_ECs, Lymphatic_ECs, Vascular_ECs	
Lgals3	0.492604400022977	0.0848516426756305	-0.00715273848537716	-0.0294612972033336	40	MNP	
Hbegf	0.475558619105061	0.0828856942617977	-0.00911868689920993	-0.0304525280866214	41	Alveolum, Pericytes	Alveolum
Mmp9	0.484016887816647	0.0837972235562407	-0.00820715760476701	-0.0317084703685309	42	Granulocytes	
Icam2	0.472054684358666	0.0821398476379992	-0.00986453352300844	-0.0324050068157906	43	Capillary_ECs, Vascular_ECs	
Mapt	0.473677408237119	0.0828760626712413	-0.00912831848976638	-0.0334756359205613	44	Capillary_ECs, Pericytes	
Cxcl2	0.479816474237463	0.0836846474423819	-0.00831973371862581	-0.0334818855348981	45	Granulocytes	Granulocytes
Hc	0.484476420242403	0.0832315372850952	-0.00877284387591246	-0.0335623461643946	46	Alveolum	
Lrpap1	0.475838646677006	0.0833460228025229	-0.0086583583584848	-0.0337037297143218	47	Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes	MNP
Il1b	0.459510885174335	0.0808697890507972	-0.0111345921102105	-0.0338725671574903	48	Granulocytes	
Jam2	0.467186512723304	0.0808177564838197	-0.011186624677188	-0.0340428416821629	49	Capillary_ECs, Vascular_ECs	Capillary_ECs
Cfh	0.477174162789361	0.0835694459258134	-0.00843493523519422	-0.0346559004063638	50	Fibroblasts, Lymphatic_ECs, Mesothelium	Mesothelium
Itgam	0.477920902981216	0.083091185285211	-0.00891319587579663	-0.0348817314576063	51	Granulocytes, MNP	
Hmgb1	0.46699982767534	0.0811650362464324	-0.0108393449145753	-0.0356288431756123	52	Airway, Alveolum, Capillary_ECs, Fibroblasts, Granulocytes, Lymphatic_ECs, Lymphocytes, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	SMC
Ltb	0.47030989717962	0.0928213129241413	0.00081693176313366	-0.0362524492868327	53	Lymphocytes	
Dusp18	0.482997300246999	0.0831161945266037	-0.00888818663440394	-0.036316947475358	54	Airway	
Pros1	0.465247860302143	0.0817512963067488	-0.0102530848542588	-0.0367447866982705	55	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	
Cxcl12	0.473038370957551	0.0823037692990224	-0.0097006118619853	-0.036929039725081	56	Capillary_ECs, Fibroblasts, Vascular_ECs	Capillary_ECs
Col1a1	0.472241369406628	0.0825017225371931	-0.00950265862381459	-0.0371252118526171	57	Fibroblasts, Pericytes	Fibroblasts
Grn	0.472930668045264	0.0811872879015534	-0.0108170932594543	-0.037290705790054	58	MNP	
Serpine1	0.472227009018324	0.0818239048123506	-0.010180476348657	-0.0373770957917811	59	Fibroblasts	
Ptprc	0.465290941467057	0.0812268491306077	-0.0107775320304	-0.0376211083693035	60	Granulocytes, Lymphocytes, MNP	
Thbs2	0.480369349187201	0.0828757154395029	-0.00912866572150481	-0.0381460509344009	61	Fibroblasts	Fibroblasts
Edn1	0.478121948417485	0.0831662928275888	-0.00883808833341888	-0.0381765569697276	62	Capillary_ECs, Vascular_ECs	
Il1rn	0.461557240507784	0.080738390548449	-0.0112659906125586	-0.0385471409244809	63	Granulocytes, MNP	
Sell	0.471781836980872	0.0814954709800238	-0.0105089101809839	-0.0387957019294069	64	Granulocytes	
Ccl5	0.469189786891837	0.0813851484457682	-0.0106192327152394	-0.0393077751224832	65	Lymphocytes	
Cxcl14	0.468019415244989	0.0813463762845868	-0.0106580048764209	-0.0414288838434088	66	Fibroblasts, Pericytes	
Col18a1	0.46225371934057	0.0804591823566377	-0.01154519880437	-0.0416745367842043	67	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	Lymphatic_ECs
