test_ligand	auroc	aupr	aupr_corrected	pearson	rank	expressed_in	upregulated_in
Cd28	0.567073170731707	0.123365024440487	0.048547506192312	0.112040359746302	1	Lymphocytes	
Fgf2	0.55081300813008	0.12375292844706	0.0489354101988848	0.108278177081388	2	Fibroblasts, Mesothelium, SMC	
Thbs1	0.587145812286526	0.123920805127943	0.0491032868797682	0.0982159462682241	3	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	Fibroblasts
Ccl2	0.561432626160583	0.118615009999953	0.0437974917517779	0.0920225080474566	4	MNP	MNP
Lrpap1	0.568155578005484	0.120293330555781	0.0454758123076062	0.0900166938032844	5	Airway, Alveolum, Fibroblasts, MNP, Mesothelium, Pericytes, SMC, Vascular_ECs	
Lama2	0.547048636166835	0.112764315236472	0.0379467969882968	0.087507541018495	6	Fibroblasts, Pericytes	
Pros1	0.573699908596719	0.120411157476501	0.0455936392283257	0.0865725378526362	7	Capillary_ECs, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, SMC, Vascular_ECs	
Col1a1	0.551751094434021	0.125489368138564	0.050671849890389	0.0842165419406037	8	Fibroblasts, Pericytes, SMC	Fibroblasts, Pericytes
Gmfb	0.562731514889114	0.107734150353496	0.0329166321053206	0.0806115413199256	9	Airway, Alveolum, Fibroblasts, Lymphatic_ECs, MNP, Pericytes, Vascular_ECs	
Jam2	0.570031750613364	0.113498880528916	0.0386813622807404	0.0802637768706725	10	Capillary_ECs, Vascular_ECs	Capillary_ECs, Vascular_ECs
Cd2	0.554324818396113	0.105290777409933	0.0304732591617576	0.0794682534911602	11	Lymphocytes	
Adam17	0.558077163611873	0.112404073776693	0.0375865555285182	0.0747858093152928	12	Fibroblasts, Lymphatic_ECs, MNP	
Col18a1	0.553807668254195	0.108608378400795	0.0337908601526201	0.0737162976558674	13	Fibroblasts, Lymphatic_ECs, Pericytes, SMC, Vascular_ECs	Lymphatic_ECs, Pericytes, SMC, Vascular_ECs
Cfh	0.53356665223457	0.116847895869677	0.0420303776215023	0.0726712081046519	14	Fibroblasts, Lymphatic_ECs, Mesothelium	
Cd86	0.521624091980563	0.109272811930587	0.0344552936824115	0.0724510894125344	15	MNP	MNP
Mmp9	0.555082503487756	0.108892415639639	0.0340748973914639	0.0705750078243527	16	Granulocytes	
Spp1	0.535286477125125	0.104434452849201	0.0296169346010255	0.0702382439716892	17	Fibroblasts, MNP, Pericytes	Fibroblasts, MNP
Hspg2	0.552400538798288	0.102801769304531	0.0279842510563555	0.0695521834968798	18	Fibroblasts, Lymphatic_ECs, Pericytes, SMC	
Col4a1	0.540506085534229	0.10824574510837	0.0334282268601953	0.0693362047622798	19	Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, Capillary_ECs, Fibroblasts, Pericytes, Vascular_ECs
Vegfa	0.537679799874922	0.0996281385393254	0.0248106202911502	0.0674586005652058	20	Alveolum, Capillary_ECs, Vascular_ECs	Alveolum
Selp	0.550307884735652	0.101678587865701	0.0268610696175255	0.0673611337449782	21	Vascular_ECs	Vascular_ECs
Ptprc	0.5587626882186	0.0979316869243272	0.023114168676152	0.0667906416019502	22	Granulocytes, Lymphocytes, MNP	
Fbn1	0.538834367633618	0.105532263400866	0.0307147451526906	0.0665194492841124	23	Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC	Fibroblasts, Pericytes
Alcam	0.537306970702844	0.103994100108082	0.0291765818599068	0.0663210842134845	24	Airway, Alveolum, Fibroblasts, MNP, Mesothelium	
Agrn	0.558594313753789	0.0997468444998623	0.0249293262516871	0.0652932921236729	25	Airway, Alveolum, Capillary_ECs, Fibroblasts, Lymphatic_ECs, Mesothelium, Pericytes, SMC, Vascular_ECs	Alveolum, SMC
Tgfb1	0.564872275941693	0.117651237006987	0.0428337187588118	0.0637339971422475	26	Lymphatic_ECs, MNP	
Cd274	0.55034396497811	0.0993191834333282	0.0245016651851531	0.0635433383029387	27	MNP	
Cxcl16	0.516632991773706	0.0987132155589797	0.0238956973108045	0.0605048555146835	28	Alveolum, MNP	Alveolum, MNP
Ceacam1	0.545906095155626	0.0960529602283928	0.0212354419802176	0.0603560741668425	29	Alveolum, Capillary_ECs, Vascular_ECs	Alveolum
